Country,Category,Description,Units,Year,Month,Quantity,Value,M2
Turkey,606,Kg NON-TEXTURED FILAMENT YARN,KG,2025,1,442765,1183036,8899577
Turkey,606,Kg NON-TEXTURED FILAMENT YARN,KG,2025,2,262233,624586,5270883
Turkey,606,Kg NON-TEXTURED FILAMENT YARN,KG,2025,3,290620,655526,5841462
Turkey,606,Kg NON-TEXTURED FILAMENT YARN,KG,2025,4,636357,1485783,12790776
Turkey,606,Kg NON-TEXTURED FILAMENT YARN,KG,2025,5,230085,527948,4624709
Turkey,606,Kg NON-TEXTURED FILAMENT YARN,KG,2025,6,585430,1394779,11767143
Turkey,607,Kg OTHER STAPLE FIBER YARN,KG,2025,1,23425,274812,152263
Turkey,607,Kg OTHER STAPLE FIBER YARN,KG,2025,2,16843,179876,109480
Turkey,607,Kg OTHER STAPLE FIBER YARN,KG,2025,3,1685,35358,10953
Turkey,607,Kg OTHER STAPLE FIBER YARN,KG,2025,4,4638,62105,30147
Turkey,607,Kg OTHER STAPLE FIBER YARN,KG,2025,5,9322,103991,60593
Turkey,607,Kg OTHER STAPLE FIBER YARN,KG,2025,6,1465,11812,9523
Turkey,611,M2 WOVEN FABRIC >/85% ARTIF STPLE,M2,2025,1,20675,77359,20675
Turkey,611,M2 WOVEN FABRIC >/85% ARTIF STPLE,M2,2025,2,4858,38090,4858
Turkey,611,M2 WOVEN FABRIC >/85% ARTIF STPLE,M2,2025,3,9325,44202,9325
Turkey,611,M2 WOVEN FABRIC >/85% ARTIF STPLE,M2,2025,4,5033,21802,5033
Turkey,611,M2 WOVEN FABRIC >/85% ARTIF STPLE,M2,2025,5,20618,66505,20618
Turkey,611,M2 WOVEN FABRIC >/85% ARTIF STPLE,M2,2025,6,13051,63929,13051
Turkey,613,M2 MMF SHEETING FABRIC,M2,2025,1,2228,30953,2228
Turkey,613,M2 MMF SHEETING FABRIC,M2,2025,2,669,4968,669
Turkey,613,M2 MMF SHEETING FABRIC,M2,2025,3,37814,49665,37814
Turkey,613,M2 MMF SHEETING FABRIC,M2,2025,4,2443,10576,2443
Turkey,613,M2 MMF SHEETING FABRIC,M2,2025,5,57739,110067,57739
Turkey,613,M2 MMF SHEETING FABRIC,M2,2025,6,14205,22073,14205
Turkey,614,M2 MMF POPLIN & BROADCLOTH FABRIC,M2,2025,1,1741,13073,1741
Turkey,614,M2 MMF POPLIN & BROADCLOTH FABRIC,M2,2025,2,1517,7425,1517
Turkey,614,M2 MMF POPLIN & BROADCLOTH FABRIC,M2,2025,3,2837,4586,2837
Turkey,614,M2 MMF POPLIN & BROADCLOTH FABRIC,M2,2025,4,3153,28836,3153
Turkey,614,M2 MMF POPLIN & BROADCLOTH FABRIC,M2,2025,5,1944,9750,1944
Turkey,614,M2 MMF POPLIN & BROADCLOTH FABRIC,M2,2025,6,160,1104,160
Turkey,617,M2 MMF TWILL AND SATEEN FABRIC,M2,2025,1,1398,7118,1398
Turkey,617,M2 MMF TWILL AND SATEEN FABRIC,M2,2025,3,2953,15961,2953
Turkey,617,M2 MMF TWILL AND SATEEN FABRIC,M2,2025,4,11140,153357,11140
Turkey,617,M2 MMF TWILL AND SATEEN FABRIC,M2,2025,5,18538,58531,18538
Turkey,617,M2 MMF TWILL AND SATEEN FABRIC,M2,2025,6,2178,12773,2178
Turkey,618,M2 WOVEN ARTIFICIAL FILAMENT FAB.,M2,2025,1,24683,77584,24683
Turkey,618,M2 WOVEN ARTIFICIAL FILAMENT FAB.,M2,2025,2,651,4200,651
Turkey,618,M2 WOVEN ARTIFICIAL FILAMENT FAB.,M2,2025,3,653,2119,653
Turkey,618,M2 WOVEN ARTIFICIAL FILAMENT FAB.,M2,2025,4,14256,51649,14256
Turkey,618,M2 WOVEN ARTIFICIAL FILAMENT FAB.,M2,2025,5,3873,17329,3873
Turkey,618,M2 WOVEN ARTIFICIAL FILAMENT FAB.,M2,2025,6,1663,10995,1663
Turkey,619,M2 POLYESTER FILAMENT FABRIC,M2,2025,1,584851,998016,584851
Turkey,619,M2 POLYESTER FILAMENT FABRIC,M2,2025,2,310654,554067,310654
Turkey,619,M2 POLYESTER FILAMENT FABRIC,M2,2025,3,722690,1168840,722690
Turkey,619,M2 POLYESTER FILAMENT FABRIC,M2,2025,4,575713,960881,575713
Turkey,619,M2 POLYESTER FILAMENT FABRIC,M2,2025,5,680671,1166846,680671
Turkey,619,M2 POLYESTER FILAMENT FABRIC,M2,2025,6,770266,1110212,770266
Turkey,620,M2 OTHER SYNTHETIC FILAMENT FABRIC,M2,2025,1,20028226,3726888,20028226
Turkey,620,M2 OTHER SYNTHETIC FILAMENT FABRIC,M2,2025,2,16196166,3727502,16196166
Turkey,620,M2 OTHER SYNTHETIC FILAMENT FABRIC,M2,2025,3,8472744,3531180,8472744
Turkey,620,M2 OTHER SYNTHETIC FILAMENT FABRIC,M2,2025,4,33619818,5486704,33619818
Turkey,620,M2 OTHER SYNTHETIC FILAMENT FABRIC,M2,2025,5,10730529,3849966,10730529
Turkey,620,M2 OTHER SYNTHETIC FILAMENT FABRIC,M2,2025,6,18438447,4306056,18438447
Turkey,621,Kg IMPRESSION FABRIC,KG,2025,4,159,2738,2290
Turkey,624,"M2 WOVEN MMF FABRIC, 15%\<WOOL\<36%",M2,2025,1,3150,16894,3150
Turkey,624,"M2 WOVEN MMF FABRIC, 15%\<WOOL\<36%",M2,2025,2,1698,20660,1698
Turkey,624,"M2 WOVEN MMF FABRIC, 15%\<WOOL\<36%",M2,2025,3,5096,49611,5096
Turkey,624,"M2 WOVEN MMF FABRIC, 15%\<WOOL\<36%",M2,2025,4,2515,18599,2515
Turkey,624,"M2 WOVEN MMF FABRIC, 15%\<WOOL\<36%",M2,2025,5,7977,40932,7977
Turkey,624,"M2 WOVEN MMF FABRIC, 15%\<WOOL\<36%",M2,2025,6,44972,430095,44972
Turkey,625,M2 MMF POPLIN&BROADCLTH STAP/FIL,M2,2025,1,1240,2665,1240
Turkey,625,M2 MMF POPLIN&BROADCLTH STAP/FIL,M2,2025,2,336,2944,336
Turkey,625,M2 MMF POPLIN&BROADCLTH STAP/FIL,M2,2025,3,10,373,10
Turkey,625,M2 MMF POPLIN&BROADCLTH STAP/FIL,M2,2025,4,440,1132,440
Turkey,625,M2 MMF POPLIN&BROADCLTH STAP/FIL,M2,2025,6,146,731,146
Turkey,626,M2 MMF PRINTCLOTH STAP/FIL,M2,2025,1,257,817,257
Turkey,626,M2 MMF PRINTCLOTH STAP/FIL,M2,2025,2,761,2259,761
Turkey,626,M2 MMF PRINTCLOTH STAP/FIL,M2,2025,5,618,2822,618
Turkey,626,M2 MMF PRINTCLOTH STAP/FIL,M2,2025,6,4179,11682,4179
Turkey,627,M2 MMF SHEETING STAP/FIL,M2,2025,1,1800,4165,1800
Turkey,627,M2 MMF SHEETING STAP/FIL,M2,2025,2,2691,8008,2691
Turkey,627,M2 MMF SHEETING STAP/FIL,M2,2025,3,105731,79127,105731
Turkey,627,M2 MMF SHEETING STAP/FIL,M2,2025,5,48670,46360,48670
Turkey,627,M2 MMF SHEETING STAP/FIL,M2,2025,6,860,9987,860
Turkey,628,M2 MMF TWILLS/SATEENS STAP/FIL,M2,2025,1,437,5271,437
Turkey,628,M2 MMF TWILLS/SATEENS STAP/FIL,M2,2025,2,144,2306,144
Turkey,628,M2 MMF TWILLS/SATEENS STAP/FIL,M2,2025,3,1278,9622,1278
Turkey,628,M2 MMF TWILLS/SATEENS STAP/FIL,M2,2025,4,321,3301,321
Turkey,628,M2 MMF TWILLS/SATEENS STAP/FIL,M2,2025,5,3011,23465,3011
Turkey,628,M2 MMF TWILLS/SATEENS STAP/FIL,M2,2025,6,2525,18917,2525
Turkey,629,M2 OTHER MMF FABRICS OF STAP/FIL,M2,2025,1,235289,1030693,235289
Turkey,629,M2 OTHER MMF FABRICS OF STAP/FIL,M2,2025,2,206057,776794,206057
Turkey,629,M2 OTHER MMF FABRICS OF STAP/FIL,M2,2025,3,394639,1267618,394639
Turkey,629,M2 OTHER MMF FABRICS OF STAP/FIL,M2,2025,4,296485,1132063,296485
Turkey,629,M2 OTHER MMF FABRICS OF STAP/FIL,M2,2025,5,296382,1080560,296382
Turkey,629,M2 OTHER MMF FABRICS OF STAP/FIL,M2,2025,6,281115,1032428,281115
Turkey,631,Dpr MMF GLOVES AND MITTENS,DPR,2025,1,7,840,20
Turkey,631,Dpr MMF GLOVES AND MITTENS,DPR,2025,2,155,9935,450
Turkey,631,Dpr MMF GLOVES AND MITTENS,DPR,2025,3,50,3294,145
Turkey,631,Dpr MMF GLOVES AND MITTENS,DPR,2025,4,237,15646,687
Turkey,631,Dpr MMF GLOVES AND MITTENS,DPR,2025,6,42,3329,122
Turkey,632,Dpr MMF HOSIERY,DPR,2025,1,89141,2271998,338736
Turkey,632,Dpr MMF HOSIERY,DPR,2025,2,145522,1484344,552984
Turkey,632,Dpr MMF HOSIERY,DPR,2025,3,172890,3010621,656982
Turkey,632,Dpr MMF HOSIERY,DPR,2025,4,153730,1870156,584174
Turkey,632,Dpr MMF HOSIERY,DPR,2025,5,203191,3155024,772126
Turkey,632,Dpr MMF HOSIERY,DPR,2025,6,256639,3504842,975228
Turkey,633,Doz M&B MMF SUIT-TYPE COATS,DOZ,2025,1,753,371459,22816
Turkey,633,Doz M&B MMF SUIT-TYPE COATS,DOZ,2025,2,741,273223,22452
Turkey,633,Doz M&B MMF SUIT-TYPE COATS,DOZ,2025,3,1058,421649,32057
Turkey,633,Doz M&B MMF SUIT-TYPE COATS,DOZ,2025,4,960,567161,29088
Turkey,633,Doz M&B MMF SUIT-TYPE COATS,DOZ,2025,5,818,384379,24785
Turkey,633,Doz M&B MMF SUIT-TYPE COATS,DOZ,2025,6,600,388550,18180
Turkey,634,Doz OTHER M&B MMF COATS,DOZ,2025,1,840,293484,28980
Turkey,634,Doz OTHER M&B MMF COATS,DOZ,2025,2,627,182045,21632
Turkey,634,Doz OTHER M&B MMF COATS,DOZ,2025,3,479,160579,16526
Turkey,634,Doz OTHER M&B MMF COATS,DOZ,2025,4,426,143339,14697
Turkey,634,Doz OTHER M&B MMF COATS,DOZ,2025,5,216,110574,7452
Turkey,634,Doz OTHER M&B MMF COATS,DOZ,2025,6,120,71890,4140
Turkey,635,Doz W&G MMF COATS,DOZ,2025,1,1501,448569,51785
Turkey,635,Doz W&G MMF COATS,DOZ,2025,2,1505,399368,51923
Turkey,635,Doz W&G MMF COATS,DOZ,2025,3,1228,406275,42366
Turkey,635,Doz W&G MMF COATS,DOZ,2025,4,1222,316722,42159
Turkey,635,Doz W&G MMF COATS,DOZ,2025,5,644,246755,22218
Turkey,635,Doz W&G MMF COATS,DOZ,2025,6,690,169026,23805
Turkey,636,Doz MMF DRESSES,DOZ,2025,1,10081,3084301,382070
Turkey,636,Doz MMF DRESSES,DOZ,2025,2,17292,3843924,655367
Turkey,636,Doz MMF DRESSES,DOZ,2025,3,22851,4771379,866053
Turkey,636,Doz MMF DRESSES,DOZ,2025,4,15815,3949289,599389
Turkey,636,Doz MMF DRESSES,DOZ,2025,5,17240,3680528,653396
Turkey,636,Doz MMF DRESSES,DOZ,2025,6,14418,3361146,546442
Turkey,638,Doz M&B MMF KNIT SHIRTS,DOZ,2025,1,6961,1108291,104415
Turkey,638,Doz M&B MMF KNIT SHIRTS,DOZ,2025,2,5646,752967,84690
Turkey,638,Doz M&B MMF KNIT SHIRTS,DOZ,2025,3,9481,1229503,142215
Turkey,638,Doz M&B MMF KNIT SHIRTS,DOZ,2025,4,6843,1206571,102645
Turkey,638,Doz M&B MMF KNIT SHIRTS,DOZ,2025,5,6673,1094566,100095
Turkey,638,Doz M&B MMF KNIT SHIRTS,DOZ,2025,6,4847,1163718,72705
Turkey,639,Doz W&G MMF KNIT SHIRTS & BLOUSES,DOZ,2025,1,39313,3686690,491413
Turkey,639,Doz W&G MMF KNIT SHIRTS & BLOUSES,DOZ,2025,2,32708,2910924,408850
Turkey,639,Doz W&G MMF KNIT SHIRTS & BLOUSES,DOZ,2025,3,37366,2999789,467075
Turkey,639,Doz W&G MMF KNIT SHIRTS & BLOUSES,DOZ,2025,4,35963,2896434,449538
Turkey,639,Doz W&G MMF KNIT SHIRTS & BLOUSES,DOZ,2025,5,46671,3843812,583388
Turkey,639,Doz W&G MMF KNIT SHIRTS & BLOUSES,DOZ,2025,6,35988,2955904,449850
Turkey,640,Doz M&B NOT-KNIT MMF SHIRTS,DOZ,2025,1,4362,551987,87676
Turkey,640,Doz M&B NOT-KNIT MMF SHIRTS,DOZ,2025,2,2442,288392,49084
Turkey,640,Doz M&B NOT-KNIT MMF SHIRTS,DOZ,2025,3,1989,268888,39979
Turkey,640,Doz M&B NOT-KNIT MMF SHIRTS,DOZ,2025,4,1054,222244,21185
Turkey,640,Doz M&B NOT-KNIT MMF SHIRTS,DOZ,2025,5,2398,523825,48200
Turkey,640,Doz M&B NOT-KNIT MMF SHIRTS,DOZ,2025,6,2551,452705,51275
Turkey,641,Doz W&G NOT-KNIT MMF SHIRTS & BLOUSES,DOZ,2025,1,3999,693045,48388
Turkey,641,Doz W&G NOT-KNIT MMF SHIRTS & BLOUSES,DOZ,2025,2,4575,813799,55358
Turkey,641,Doz W&G NOT-KNIT MMF SHIRTS & BLOUSES,DOZ,2025,3,4140,849565,50094
Turkey,641,Doz W&G NOT-KNIT MMF SHIRTS & BLOUSES,DOZ,2025,4,3124,531357,37800
Turkey,641,Doz W&G NOT-KNIT MMF SHIRTS & BLOUSES,DOZ,2025,5,4309,605059,52139
Turkey,641,Doz W&G NOT-KNIT MMF SHIRTS & BLOUSES,DOZ,2025,6,3745,456027,45315
Turkey,642,Doz MMF SKIRTS,DOZ,2025,1,8625,1147529,128513
Turkey,642,Doz MMF SKIRTS,DOZ,2025,2,11046,1504998,164585
Turkey,642,Doz MMF SKIRTS,DOZ,2025,3,8159,1139318,121569
Turkey,642,Doz MMF SKIRTS,DOZ,2025,4,5869,871144,87448
Turkey,642,Doz MMF SKIRTS,DOZ,2025,5,5978,841478,89072
Turkey,642,Doz MMF SKIRTS,DOZ,2025,6,6474,851974,96463
Turkey,643,Nos M&B MMF SUITS,NO,2025,1,1667,114249,6268
Turkey,643,Nos M&B MMF SUITS,NO,2025,2,4612,272752,17341
Turkey,643,Nos M&B MMF SUITS,NO,2025,3,3091,128284,11622
Turkey,643,Nos M&B MMF SUITS,NO,2025,4,1059,17382,3982
Turkey,643,Nos M&B MMF SUITS,NO,2025,5,2683,98466,10088
Turkey,643,Nos M&B MMF SUITS,NO,2025,6,883,34268,3320
Turkey,644,Nos W&G MMF SUITS,NO,2025,1,471,7562,1771
Turkey,644,Nos W&G MMF SUITS,NO,2025,2,15,345,56
Turkey,644,Nos W&G MMF SUITS,NO,2025,3,5,1116,19
Turkey,644,Nos W&G MMF SUITS,NO,2025,4,670,3666,2519
Turkey,644,Nos W&G MMF SUITS,NO,2025,5,79,3160,297
Turkey,644,Nos W&G MMF SUITS,NO,2025,6,738,3025,2775
Turkey,645,Doz M&B MMF SWEATERS,DOZ,2025,1,308,67059,9486
Turkey,645,Doz M&B MMF SWEATERS,DOZ,2025,2,464,111762,14291
Turkey,645,Doz M&B MMF SWEATERS,DOZ,2025,3,1026,211782,31601
Turkey,645,Doz M&B MMF SWEATERS,DOZ,2025,4,379,75043,11673
Turkey,645,Doz M&B MMF SWEATERS,DOZ,2025,5,334,59036,10287
Turkey,645,Doz M&B MMF SWEATERS,DOZ,2025,6,488,86666,15030
Turkey,646,Doz W&G MMF SWEATERS,DOZ,2025,1,4118,617461,126834
Turkey,646,Doz W&G MMF SWEATERS,DOZ,2025,2,3352,496085,103242
Turkey,646,Doz W&G MMF SWEATERS,DOZ,2025,3,2957,395825,91076
Turkey,646,Doz W&G MMF SWEATERS,DOZ,2025,4,3759,548410,115777
Turkey,646,Doz W&G MMF SWEATERS,DOZ,2025,5,2745,402510,84546
Turkey,646,Doz W&G MMF SWEATERS,DOZ,2025,6,2024,281007,62339
Turkey,647,Doz M&B MMF TROUSERS/BREECHES/SHORTS,DOZ,2025,1,5693,1131661,84826
Turkey,647,Doz M&B MMF TROUSERS/BREECHES/SHORTS,DOZ,2025,2,5692,1089081,84811
Turkey,647,Doz M&B MMF TROUSERS/BREECHES/SHORTS,DOZ,2025,3,7146,1308068,106475
Turkey,647,Doz M&B MMF TROUSERS/BREECHES/SHORTS,DOZ,2025,4,5899,1151917,87895
Turkey,647,Doz M&B MMF TROUSERS/BREECHES/SHORTS,DOZ,2025,5,6457,1297832,96209
Turkey,647,Doz M&B MMF TROUSERS/BREECHES/SHORTS,DOZ,2025,6,5612,1239348,83619
Turkey,648,Doz W&G MMF SLACKS/BREECHES/SHORTS,DOZ,2025,1,14109,2239880,210224
Turkey,648,Doz W&G MMF SLACKS/BREECHES/SHORTS,DOZ,2025,2,14279,2513055,212757
Turkey,648,Doz W&G MMF SLACKS/BREECHES/SHORTS,DOZ,2025,3,15828,2473800,235837
Turkey,648,Doz W&G MMF SLACKS/BREECHES/SHORTS,DOZ,2025,4,13141,2093631,195801
Turkey,648,Doz W&G MMF SLACKS/BREECHES/SHORTS,DOZ,2025,5,14273,2202769,212668
Turkey,648,Doz W&G MMF SLACKS/BREECHES/SHORTS,DOZ,2025,6,9730,1470481,144977
Turkey,649,Doz MMF BRAS & OTH BODY SUPPORT GARM,DOZ,2025,1,1427,84276,5708
Turkey,649,Doz MMF BRAS & OTH BODY SUPPORT GARM,DOZ,2025,2,967,67862,3868
Turkey,649,Doz MMF BRAS & OTH BODY SUPPORT GARM,DOZ,2025,3,1500,110120,6000
Turkey,649,Doz MMF BRAS & OTH BODY SUPPORT GARM,DOZ,2025,4,1245,87788,4980
Turkey,649,Doz MMF BRAS & OTH BODY SUPPORT GARM,DOZ,2025,5,446,37871,1784
Turkey,649,Doz MMF BRAS & OTH BODY SUPPORT GARM,DOZ,2025,6,918,81765,3672
Turkey,650,"Doz MMF ROBES, DRESSING GOWNS, ETC.",DOZ,2025,1,318,56278,13547
Turkey,650,"Doz MMF ROBES, DRESSING GOWNS, ETC.",DOZ,2025,2,23,3325,980
Turkey,650,"Doz MMF ROBES, DRESSING GOWNS, ETC.",DOZ,2025,3,693,127787,29522
Turkey,650,"Doz MMF ROBES, DRESSING GOWNS, ETC.",DOZ,2025,4,467,102228,19894
Turkey,650,"Doz MMF ROBES, DRESSING GOWNS, ETC.",DOZ,2025,5,248,45848,10565
Turkey,650,"Doz MMF ROBES, DRESSING GOWNS, ETC.",DOZ,2025,6,262,104159,11161
Turkey,651,Doz MMF NIGHTWEAR & PAJAMAS,DOZ,2025,1,75,13405,3263
Turkey,651,Doz MMF NIGHTWEAR & PAJAMAS,DOZ,2025,2,42,1485,1827
Turkey,651,Doz MMF NIGHTWEAR & PAJAMAS,DOZ,2025,3,45,6148,1958
Turkey,651,Doz MMF NIGHTWEAR & PAJAMAS,DOZ,2025,4,70,10732,3045
Turkey,651,Doz MMF NIGHTWEAR & PAJAMAS,DOZ,2025,5,60,6963,2610
Turkey,651,Doz MMF NIGHTWEAR & PAJAMAS,DOZ,2025,6,194,24830,8439
Turkey,652,Doz MMF UNDERWEAR,DOZ,2025,1,346,49675,4636
Turkey,652,Doz MMF UNDERWEAR,DOZ,2025,2,6436,576219,86242
Turkey,652,Doz MMF UNDERWEAR,DOZ,2025,3,2029,165107,27189
Turkey,652,Doz MMF UNDERWEAR,DOZ,2025,4,7556,683899,101250
Turkey,652,Doz MMF UNDERWEAR,DOZ,2025,5,2883,254169,38632
Turkey,652,Doz MMF UNDERWEAR,DOZ,2025,6,2608,199173,34947
Turkey,653,Doz M&B MMF DOWN-FILLED COATS,DOZ,2025,1,7,4772,242
Turkey,653,Doz M&B MMF DOWN-FILLED COATS,DOZ,2025,2,23,9758,794
Turkey,653,Doz M&B MMF DOWN-FILLED COATS,DOZ,2025,3,1,264,35
Turkey,653,Doz M&B MMF DOWN-FILLED COATS,DOZ,2025,6,9,19440,311
Turkey,654,Doz W&G MMF DOWN-FILLED COATS,DOZ,2025,1,9,3792,311
Turkey,654,Doz W&G MMF DOWN-FILLED COATS,DOZ,2025,2,1,262,35
Turkey,654,Doz W&G MMF DOWN-FILLED COATS,DOZ,2025,3,233,79583,8039
Turkey,654,Doz W&G MMF DOWN-FILLED COATS,DOZ,2025,4,27,8057,932
Turkey,654,Doz W&G MMF DOWN-FILLED COATS,DOZ,2025,5,26,29640,897
Turkey,654,Doz W&G MMF DOWN-FILLED COATS,DOZ,2025,6,4,2362,138
Turkey,659,Kg OTHER MMF APPAREL,KG,2025,1,49612,1644938,714413
Turkey,659,Kg OTHER MMF APPAREL,KG,2025,2,63318,2332488,911779
Turkey,659,Kg OTHER MMF APPAREL,KG,2025,3,49461,1697758,712238
Turkey,659,Kg OTHER MMF APPAREL,KG,2025,4,47333,1965338,681595
Turkey,659,Kg OTHER MMF APPAREL,KG,2025,5,60118,2322141,865699
Turkey,659,Kg OTHER MMF APPAREL,KG,2025,6,37811,1580201,544478
Turkey,665,M2 MMF FLOOR COVERINGS,M2,2025,1,9329898,60880817,9329898
Turkey,665,M2 MMF FLOOR COVERINGS,M2,2025,2,7598948,50142579,7598948
Turkey,665,M2 MMF FLOOR COVERINGS,M2,2025,3,10233383,67169539,10233383
Turkey,665,M2 MMF FLOOR COVERINGS,M2,2025,4,9918076,66182104,9918076
Turkey,665,M2 MMF FLOOR COVERINGS,M2,2025,5,6638305,44396285,6638305
Turkey,665,M2 MMF FLOOR COVERINGS,M2,2025,6,7310338,48917330,7310338
Turkey,669,Kg OTHER MMF MANUFACTURES,KG,2025,1,5771,83137,83102
Turkey,669,Kg OTHER MMF MANUFACTURES,KG,2025,2,794,13039,11434
Turkey,669,Kg OTHER MMF MANUFACTURES,KG,2025,3,203,4888,2923
Turkey,669,Kg OTHER MMF MANUFACTURES,KG,2025,4,2095,11577,30168
Turkey,669,Kg OTHER MMF MANUFACTURES,KG,2025,5,93,5994,1339
Turkey,669,Kg OTHER MMF MANUFACTURES,KG,2025,6,18119,53232,260914
Turkey,733,Doz M&B SUIT-TYPE SILK COATS,DOZ,2025,1,2,588,61
Turkey,733,Doz M&B SUIT-TYPE SILK COATS,DOZ,2025,2,4,2467,121
Turkey,733,Doz M&B SUIT-TYPE SILK COATS,DOZ,2025,3,1,332,30
Turkey,733,Doz M&B SUIT-TYPE SILK COATS,DOZ,2025,4,1,294,30
Turkey,733,Doz M&B SUIT-TYPE SILK COATS,DOZ,2025,6,1,294,30
Turkey,734,Doz OTHER M&B SILK COATS,DOZ,2025,6,8,16350,276
Turkey,735,Doz W&G SILK COATS,DOZ,2025,1,1,4480,35
Turkey,735,Doz W&G SILK COATS,DOZ,2025,2,48,3593,1656
Turkey,735,Doz W&G SILK COATS,DOZ,2025,3,109,5061,3761
Turkey,735,Doz W&G SILK COATS,DOZ,2025,4,2,765,69
Turkey,735,Doz W&G SILK COATS,DOZ,2025,5,1,1236,35
Turkey,736,Doz SILK DRESSES,DOZ,2025,1,292,29698,11067
Turkey,736,Doz SILK DRESSES,DOZ,2025,2,29,30958,1099
Turkey,736,Doz SILK DRESSES,DOZ,2025,3,51,63116,1933
Turkey,736,Doz SILK DRESSES,DOZ,2025,4,74,62993,2805
Turkey,736,Doz SILK DRESSES,DOZ,2025,5,30,38351,1137
Turkey,736,Doz SILK DRESSES,DOZ,2025,6,28,21347,1061
Turkey,738,Doz M&B SILK KNIT SHIRTS,DOZ,2025,1,36,23581,540
Turkey,738,Doz M&B SILK KNIT SHIRTS,DOZ,2025,3,18,10456,270
Turkey,738,Doz M&B SILK KNIT SHIRTS,DOZ,2025,4,21,14966,315
Turkey,738,Doz M&B SILK KNIT SHIRTS,DOZ,2025,5,7,4801,105
Turkey,738,Doz M&B SILK KNIT SHIRTS,DOZ,2025,6,36,33540,540
Turkey,739,Doz W&G SILK KNIT SHIRTS & BLOUSES,DOZ,2025,1,3,2152,38
Turkey,739,Doz W&G SILK KNIT SHIRTS & BLOUSES,DOZ,2025,2,7,1558,88
Turkey,739,Doz W&G SILK KNIT SHIRTS & BLOUSES,DOZ,2025,3,1,258,13
Turkey,739,Doz W&G SILK KNIT SHIRTS & BLOUSES,DOZ,2025,6,85,2310,1063
Turkey,740,Doz M&B NOT-KNIT SILK SHIRTS,DOZ,2025,1,4,1490,80
Turkey,740,Doz M&B NOT-KNIT SILK SHIRTS,DOZ,2025,2,1,399,20
Turkey,740,Doz M&B NOT-KNIT SILK SHIRTS,DOZ,2025,3,29,14969,583
Turkey,740,Doz M&B NOT-KNIT SILK SHIRTS,DOZ,2025,4,2,270,40
Turkey,740,Doz M&B NOT-KNIT SILK SHIRTS,DOZ,2025,5,14,7945,281
Turkey,740,Doz M&B NOT-KNIT SILK SHIRTS,DOZ,2025,6,5,620,101
Turkey,741,Doz W&G NOT-KNIT SILK SHIRTS&BLOUSES,DOZ,2025,1,104,15103,1258
Turkey,741,Doz W&G NOT-KNIT SILK SHIRTS&BLOUSES,DOZ,2025,2,17,22139,206
Turkey,741,Doz W&G NOT-KNIT SILK SHIRTS&BLOUSES,DOZ,2025,3,53,42033,641
Turkey,741,Doz W&G NOT-KNIT SILK SHIRTS&BLOUSES,DOZ,2025,4,3,1531,36
Turkey,741,Doz W&G NOT-KNIT SILK SHIRTS&BLOUSES,DOZ,2025,5,5,6313,61
Turkey,741,Doz W&G NOT-KNIT SILK SHIRTS&BLOUSES,DOZ,2025,6,6,1693,73
Turkey,742,Doz SILK SKIRTS,DOZ,2025,2,5,7221,75
Turkey,742,Doz SILK SKIRTS,DOZ,2025,3,4,3678,60
Turkey,742,Doz SILK SKIRTS,DOZ,2025,4,5,9729,75
Turkey,742,Doz SILK SKIRTS,DOZ,2025,5,3,3471,45
Turkey,742,Doz SILK SKIRTS,DOZ,2025,6,4,4636,60
Turkey,743,Nos M&B SILK SUITS,NO,2025,2,61,1250,229
Turkey,744,Nos W&G SILK SUITS,NO,2025,2,122,10193,459
Turkey,744,Nos W&G SILK SUITS,NO,2025,3,120,2676,451
Turkey,744,Nos W&G SILK SUITS,NO,2025,4,115,8447,432
Turkey,744,Nos W&G SILK SUITS,NO,2025,5,415,12310,1560
Turkey,744,Nos W&G SILK SUITS,NO,2025,6,8,2810,30
Turkey,747,Doz M&B SILK TROUSERS/BREECHES/SHORTS,DOZ,2025,3,1,623,15
Turkey,747,Doz M&B SILK TROUSERS/BREECHES/SHORTS,DOZ,2025,4,721,199402,10743
Turkey,748,Doz W&G SILK TROUSERS/BREECHES/SHORTS,DOZ,2025,3,1,698,15
Turkey,748,Doz W&G SILK TROUSERS/BREECHES/SHORTS,DOZ,2025,4,1,361,15
Turkey,748,Doz W&G SILK TROUSERS/BREECHES/SHORTS,DOZ,2025,5,1,370,15
Turkey,748,Doz W&G SILK TROUSERS/BREECHES/SHORTS,DOZ,2025,6,4,977,60
Turkey,750,"Doz SILK ROBES, DRESSING GOWNS, ETC",DOZ,2025,2,1,1100,43
Turkey,751,Doz SILK NIGHTWEAR & PAJAMAS,DOZ,2025,1,1,698,44
Turkey,751,Doz SILK NIGHTWEAR & PAJAMAS,DOZ,2025,6,46,25236,2001
Turkey,752,Doz SILK UNDERWEAR,DOZ,2025,2,10,6000,134
Turkey,758,Kg SILK NECKWEAR,KG,2025,2,79,1456,521
Turkey,758,Kg SILK NECKWEAR,KG,2025,3,118,6334,779
Turkey,758,Kg SILK NECKWEAR,KG,2025,6,170,5140,1122
Turkey,759,Kg OTHER SILK APPAREL,KG,2025,2,54,2773,778
Turkey,759,Kg OTHER SILK APPAREL,KG,2025,3,147,15830,2117
Turkey,759,Kg OTHER SILK APPAREL,KG,2025,4,148,6501,2131
Turkey,759,Kg OTHER SILK APPAREL,KG,2025,5,43,2795,619
